VL1;VL2;VL3
0.022110654551768045;6.597604028010882e-05;
0.025440058132922307;7.591065638406342e-05;
0.028150534125272245;8.399845282766748e-05;
0.02602341517064592;7.765133698347428e-05;
0.021128907341940506;6.304660219817348e-05;
0.008949550651906113;2.6704587732424998e-05;
0.0028527581966727752;8.512352687362816e-06;
2.845644086456634e-05;8.491124875174879e-08;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.00023476563713267228;7.005178022019276e-07;
0.0019421520890066525;5.795192727306856e-06;
0.006452497966040417;1.925362565445904e-05;
0.00875746967607029;2.613143680335069e-05;
0.010073580066056484;3.0058582058119075e-05;
0.01262043152343517;3.765813882140059e-05;
0.011660026644256057;3.479238417602907e-05;
0.009461766587468307;2.8232990209956477e-05;
0.0028171876455920677;8.406213626423131e-06;
0.0009106061076661229;2.7171599600559614e-06;
1.422822043228317e-05;4.2455624375874396e-08;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0001422822043228317;4.2455624375874396e-07;
0.0017856416642515378;5.328180859172237e-06;
0.008480019377640768;2.5303552128021144e-05;
0.012022846265279278;3.587500259761387e-05;
0.014157079330121754;4.224334625399503e-05;
0.02365441646867077;7.058247552489119e-05;
0.022124882772200326;6.601849590448468e-05;
0.018240578594187023;5.4428110449870984e-05;
0.008472905267424627;2.5282324315833205e-05;
0.003087523833805448;9.212870489564744e-06;
4.979877151299109e-05;1.485946853155604e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0005406723764267604;1.613313726283227e-06;
0.005904711479397516;1.7619084115987876e-05;
0.018219236263538597;5.436442701330716e-05;
0.025034553850602236;7.4700671089351e-05;
0.02896865680012853;8.643965122928028e-05;
0.030910808889135184;9.223484395658712e-05;
0.028797918154941135;8.593018373676978e-05;
0.023697101129967618;7.07098423980188e-05;
0.011375462235610392;3.3943271688511576e-05;
0.0041119557049298355;1.22696754446277e-05;
7.825521237755742e-05;2.3350593406730918e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0006331558092366011;1.8892752847264106e-06;
0.006971828011818754;2.0803255944178456e-05;
0.019684742968063766;5.8737356324022226e-05;
0.026891336617015187;8.024113007040262e-05;
0.031003292321945028;9.251080551503031e-05;
0.033692425983646544;0.00010053491852207057;
0.03138034016340053;9.363587956099098e-05;
0.02585979063567466;7.716309730315171e-05;
0.01131854935388126;3.377344919100808e-05;
0.00399812994147157;1.1930030449620706e-05;
7.825521237755742e-05;2.3350593406730918e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.000497987715129911;1.485946853155604e-06;
0.004994105371731393;1.4901924155931914e-05;
0.012385665886302497;3.695762101919866e-05;
0.016696816677284298;4.98216752050886e-05;
0.019122728260988577;5.706035916117519e-05;
0.01712366329025279;5.109534393636483e-05;
0.015836009341131167;4.72531099303482e-05;
0.012862311270783983;3.837988443579045e-05;
0.005278669780377056;1.5751036643449402e-05;
0.001728728782522405;5.158358361668739e-06;
2.845644086456634e-05;8.491124875174879e-08;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.000426846612968495;1.273668731276232e-06;
0.0033009471402896946;9.84970485520286e-06;
0.010450627907511988;3.1183656104079747e-05;
0.014064595897311911;4.1967384695551835e-05;
0.016092117308912267;4.8017311169113945e-05;
0.02186166069420309;6.523306685353102e-05;
0.020268100005787375;6.0478036923433074e-05;
0.01656876269339375;4.9439574585705735e-05;
0.007270620640896699;2.1694824056071816e-05;
0.0024899385756495546;7.4297342657780195e-06;
4.979877151299109e-05;1.485946853155604e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.00032013495972637126;9.55251548457174e-07;
0.002859872306888917;8.533580499550753e-06;
0.010208748160163173;3.0461910489689877e-05;
0.014142851109689469;4.220089062961915e-05;
0.016462051040151627;4.912115740288668e-05;
0.018831049742126772;5.619001886146976e-05;
0.017621651005382707;5.258129078952044e-05;
0.014569697722657966;4.347455936089538e-05;
0.006132363006314045;1.8298374106001863e-05;
0.002354770481542864;7.026405834207212e-06;
6.402699194527427e-05;1.9105030969143478e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0003841619516716456;1.1463018581486089e-06;
0.004012358161903854;1.1972486073996579e-05;
0.013502581190236727;4.02903875327048e-05;
0.01873145219910079;5.589282949083864e-05;
0.021797633702257815;6.504201654383959e-05;
0.02653563110620811;7.917973946100576e-05;
0.024835358764550276;7.410629234808877e-05;
0.02055977852464918;6.134837722313849e-05;
0.008423106495911636;2.5133729630517644e-05;
0.0032440342585605625;9.679882357699363e-06;
9.248343280984058e-05;2.7596155844318355e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0004481889436169198;1.3373521678400434e-06;
0.00507236058410895;1.5135430089999222e-05;
0.015487417940540229;4.621294713313928e-05;
0.02123561899518263;6.336501938099254e-05;
0.02459347901720146;7.33845467336989e-05;
0.02837107154197264;8.465651500549354e-05;
0.02662100042880181;7.9434473207261e-05;
0.022210252094794027;6.627322965073992e-05;
0.0100593518456242;3.0016126433743197e-05;
0.004211553247955818;1.2566864815258822e-05;
0.00016362453497125644;4.882396803225556e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.000291678518861805;8.703402997054253e-07;
0.0035783974387192164;1.0677589530532411e-05;
0.01292633826272926;3.857093474548189e-05;
0.017906215414028367;5.343040327703792e-05;
0.020879913484375547;6.230362877159568e-05;
0.027979795480084852;8.3488985335157e-05;
0.02630797957929158;7.850044947099175e-05;
0.022011057008742063;6.56788509094777e-05;
0.01087036041026434;3.2436097023168036e-05;
0.004560144648546756;1.3607027612467746e-05;
0.00017785275540353962;5.3069530469843e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.00043396072318463674;1.2948965434641691e-06;
0.00489450782870541;1.4604734785300792e-05;
0.01396499835428593;4.1670195324920726e-05;
0.019321923347040543;5.765473790243743e-05;
0.022509044723871975;6.71647977626333e-05;
0.024685962450011294;7.366050829214207e-05;
0.02329159684764755;6.949985710330639e-05;
0.0195709172046055;5.839771132901524e-05;
0.010109150617137191;3.0164721119058758e-05;
0.004346721342062508;1.297019324682963e-05;
0.00018496686561968116;5.519231168863671e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.00039127606188778713;1.1675296703365458e-06;
0.0037562501941227565;1.1208284835230841e-05;
0.012428350547599349;3.7084987892326285e-05;
0.01698138108592996;5.067078769260609e-05;
0.019656286527199196;5.865244507527048e-05;
0.023056831210514876;6.879933930110445e-05;
0.021605552726421992;6.446886561476528e-05;
0.017984470626405926;5.3663909211105246e-05;
0.007825521237755742;2.3350593406730917e-05;
0.003151550825750722;9.403920799256179e-06;
0.00012093987367440694;3.6087280719493234e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.000547786486642902;1.6345415384711643e-06;
0.0052004145679994986;1.551753070938209e-05;
0.016497621591232334;4.922729646382636e-05;
0.022544615274952683;6.727093682357298e-05;
0.026101670383023474;7.788484291754158e-05;
0.030782754905244635;9.185274333720425e-05;
0.028876173367318687;8.616368967083708e-05;
0.024116833632719974;7.19622833171071e-05;
0.012577746862138322;3.753077194827297e-05;
0.005250213339512489;1.5666125394697652e-05;
0.00022053741670038913;6.580621778260531e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.00044107483340077825;1.3161243556521062e-06;
0.0035499409978546506;1.0592678281780663e-05;
0.008970892982554537;2.6768271168988806e-05;
0.012385665886302497;3.695762101919866e-05;
0.014427415518335132;4.305000311713664e-05;
0.017785275540353963;5.3069530469842995e-05;
0.016696816677284298;4.98216752050886e-05;
0.013922313692989081;4.1542828451793105e-05;
0.006630350721443957;1.9784320959157468e-05;
0.0028171876455920677;8.406213626423131e-06;
0.00012805398389054853;3.8210061938286957e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.000668726360317309;1.995414345666097e-06;
0.006118134785881762;1.8255918481625988e-05;
0.018098296389864193;5.4003554206112234e-05;
0.024579250796769172;7.334209110932301e-05;
0.028392413872621064;8.472019844205736e-05;
0.030320337741195434;9.047293554498835e-05;
0.028563152517808464;8.522966593456786e-05;
0.02403857842034241;7.172877738303979e-05;
0.01283385482991942;3.82949731870387e-05;
0.0057268587239939755;1.7088388811289445e-05;
0.000341477290374796;1.0189349850209855e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0007754380135594327;2.3138315284851544e-06;
0.0066161225010116734;1.9741865334781596e-05;
0.019371722118553533;5.780333258775299e-05;
0.026243952587346308;7.830939916130032e-05;
0.030263424859466297;9.030311304748484e-05;
0.03634598909426735;0.00010845289246817115;
0.034290011241802434;0.0001023180547458573;
0.028954428579696247;8.639719560490439e-05;
0.01621305718258667;4.837818397630887e-05;
0.007370218183922681;2.1992013426702938e-05;
0.0004481889436169198;1.3373521678400434e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0010173177609082466;3.035577142875019e-06;
0.009283913832064769;2.7702294905258047e-05;
0.023583275366509355;7.037019740301182e-05;
0.03181430088658516;9.493077610445514e-05;
0.03656652651096774;0.00010911095464599721;
0.03847310804889368;0.00011480000831236436;
0.0363033044329705;0.00010832552559504353;
0.030690271472434798;9.157678177876108e-05;
0.016867555322471698;5.0331142697599095e-05;
0.007612097931271496;2.27137590410928e-05;
0.00046241716404920295;1.3798077922159178e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0007896662339917159;2.356287152861029e-06;
0.006011423132639639;1.7937501298806934e-05;
0.01571506946745676;4.689223712315327e-05;
0.020993739247833813;6.264327376660267e-05;
0.024052806640774697;7.177123300741568e-05;
0.025041667960818376;7.472189890153893e-05;
0.023583275366509355;7.037019740301182e-05;
0.019869709833683444;5.92892794409086e-05;
0.0092554573912002;2.7617383656506294e-05;
0.004282694350117233;1.2779142937138192e-05;
0.0003130208495102297;9.340237362692367e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0006544981398850258;1.9529587212902226e-06;
0.004681084522221162;1.3967900419662676e-05;
0.012819626609487135;3.825251756266283e-05;
0.017209032612846495;5.135007768262008e-05;
0.01977011229065746;5.899209007027747e-05;
0.02403146431012627;7.170754957085185e-05;
0.02258729993624953;6.739830369670061e-05;
0.018959103726017324;5.6572119480852634e-05;
0.009113175186877369;2.7192827412747546e-05;
0.004005244051687712;1.1951258261808642e-05;
0.00022765152691653072;6.792899900139903e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0006260416990204594;1.8680474725384734e-06;
0.0048375949469762775;1.4434912287797297e-05;
0.015025000776491026;4.4833139340923364e-05;
0.020460180981623197;6.105118785250739e-05;
0.023732671681048326;7.081598145895849e-05;
0.026151469154536464;7.803343760285714e-05;
0.024700190670443583;7.370296391651795e-05;
0.020844342933294843;6.219748971065598e-05;
0.00965384756330413;2.8806141139030776e-05;
0.0042684661296849506;1.2736687312762319e-05;
0.00024187974734881388;7.217456143898647e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0008679214463692735;2.5897930869283382e-06;
0.006388470974095143;1.9062575344767605e-05;
0.018368632578077568;5.481021106925384e-05;
0.024771331772604994;7.391524203839733e-05;
0.028584494848456887;8.529334937113166e-05;
0.03212020762587925;9.584357202853646e-05;
0.030320337741195434;9.047293554498835e-05;
0.02565348143940655;7.654749074970153e-05;
0.013395869536994603;3.9971970349885743e-05;
0.006260416990204594;1.8680474725384732e-05;
0.00047664538448148613;1.4222634165917923e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0009675189893952555;2.8869824575594588e-06;
0.0057055163933455505;1.702470537472563e-05;
0.011780966517930463;3.5153256983224e-05;
0.015444733279243379;4.6085580260011654e-05;
0.01755050990322129;5.2369012667641065e-05;
0.012755599617541859;3.8061467252971395e-05;
0.011951705163117863;3.5662724475734495e-05;
0.010002438963895069;2.98463039362397e-05;
0.0031586649359668637;9.425148611444116e-06;
0.001458392594309025;4.351701498527126e-06;
0.00010671165324212375;3.18417182819058e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0008892637770176982;2.65347652349215e-06;
0.00565571762183256;1.6876110689410073e-05;
0.014292247424228443;4.264667468556583e-05;
0.019115614150772436;5.703913134898725e-05;
0.02196125823722907;6.553025622416213e-05;
0.020545550304216897;6.130592159876263e-05;
0.01935749389812125;5.776087696337712e-05;
0.016312654725612653;4.867537334694e-05;
0.0060256513530719214;1.7979956923182805e-05;
0.0027958453149436427;8.342530189859319e-06;
0.00022053741670038913;6.580621778260531e-07;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0007327533522625832;2.1864646553575317e-06;
0.004375177782927075;1.3055104495581377e-05;
0.012214927241115099;3.644815352668817e-05;
0.016241513623451238;4.8463095225060625e-05;
0.01863185465607481;5.559564012020753e-05;
0.022836293793814487;6.814127712327841e-05;
0.021569982175341285;6.436272655382558e-05;
0.018290377365700012;5.457670513518653e-05;
0.009895727310652944;2.9527886753420642e-05;
0.004887393718489268;1.4583506973112856e-05;
0.0005122159355621941;1.5284024775314783e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.001159599965231078;3.460133386633763e-06;
0.008117199756617548;2.422093370643634e-05;
0.02272246803035622;6.780163212827142e-05;
0.03047684816595055;9.093994741312296e-05;
0.03512947624730715;0.00010482293658403389;
0.03919163318072398;0.00011694401734334601;
0.03725659520193348;0.00011117005242822713;
0.03192812665004343;9.527042109946215e-05;
0.017991584736622067;5.3685137023293176e-05;
0.009219886840119493;2.7511244595566604e-05;
0.0010671165324212376;3.1841718281905797e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0016220171292802813;4.839941178849682e-06;
0.010621366552699385;3.1693123596590234e-05;
0.024629049568282164;7.349068579463858e-05;
0.03269645055338673;9.756302481575937e-05;
0.037420219736904736;0.00011165829210854968;
0.039895930092122;0.0001190455707499518;
0.03780438168857638;0.00011280459396669827;
0.03235497326301193;9.654408983073838e-05;
0.016952924645065395;5.0585876443854345e-05;
0.008615187471747459;2.5706880559591945e-05;
0.0009675189893952555;2.8869824575594588e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0011524858550149366;3.4389055744458255e-06;
0.007185251318303;2.1440090309816572e-05;
0.018446887790455127;5.504371700332115e-05;
0.024515223804823898;7.31510407996316e-05;
0.028122077684407682;8.391354157891574e-05;
0.03290987385987097;9.819985918139748e-05;
0.03125228617950998;9.325377894160812e-05;
0.026813081404637635;8.00076241363353e-05;
0.01365909161499184;4.0757399400839424e-05;
0.007121224326357726;2.1249040000125136e-05;
0.0009390625485306891;2.8020712088077103e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0012591975082570604;3.7573227572648844e-06;
0.007341761743058115;2.190710217795119e-05;
0.020275214116003516;6.049926473562101e-05;
0.026926907168095898;8.034726913134229e-05;
0.030882352448270617;9.214993270783538e-05;
0.03755538783101143;0.00011206162054012048;
0.0356701486237339;0.0001064362503103171;
0.030654700921354087;9.147064271782139e-05;
0.017543395793005147;5.2347784855453136e-05;
0.009227000950335636;2.753247240775455e-05;
0.0012236269571763525;3.651183696325198e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0018140981051161039;5.413092107923985e-06;
0.010834789859183633;3.232995796222835e-05;
0.025895361186755367;7.72692363640914e-05;
0.034261554800937864;0.00010223314349710554;
0.03919163318072398;0.00011694401734334601;
0.04336050176738296;0.00012938351528547721;
0.041247611033188906;0.0001230788550656599;
0.03553498052962721;0.0001060329218787463;
0.02011158958103226;6.001102505529846e-05;
0.010713849985509227;3.196908515503342e-05;
0.0014797349249574493;4.415384935090937e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.001935037978790511;5.7739649151189175e-06;
0.01136123401517811;3.390081606413571e-05;
0.02598073050934907;7.752397011034666e-05;
0.034240212470289445;0.00010216946006054175;
0.039106263858130284;0.00011668928359709076;
0.04015915217011925;0.00011983099980090549;
0.03824545652197715;0.00011412071832235038;
0.033002357292680806;9.847582073984065e-05;
0.018710109868452368;5.582914605427484e-05;
0.01001666718432735;2.9888759560615575e-05;
0.0014085938227960339;4.203106813211566e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0015793324679834319;4.712574305722058e-06;
0.007903776450133302;2.358409934079823e-05;
0.019222325804014558;5.735754853180631e-05;
0.0252337489366542;7.529504983061324e-05;
0.028790804044724994;8.590895592458183e-05;
0.0328814174190064;9.811494793264572e-05;
0.031238057959077695;9.321132331723224e-05;
0.02684865195571834;8.011376319727499e-05;
0.014477214289848123;4.3198597802452196e-05;
0.007697467253865195;2.2968492787348048e-05;
0.0010813447528535208;3.226627452566454e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0016362453497125644;4.882396803225555e-06;
0.007882434119484876;2.3520415904234417e-05;
0.01888084851363977;5.633861354678533e-05;
0.024678848339795154;7.363928047995414e-05;
0.02810073535375926;8.384985814235194e-05;
0.03078986901546078;9.187397114939219e-05;
0.029246107098558054;8.726753590460982e-05;
0.025134151393628217;7.499786045998212e-05;
0.012591975082570605;3.7573227572648843e-05;
0.006658807162308523;1.9869232207909218e-05;
0.0009248343280984059;2.7596155844318356e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0012520833980409188;3.736094945076947e-06;
0.0057482010546424;1.7152072247853256e-05;
0.016831984771390987;5.0225003636659415e-05;
0.021996828788309778;6.56363952851018e-05;
0.025070124401682943;7.480681015029069e-05;
0.02602341517064592;7.765133698347428e-05;
0.024707304780659724;7.372419172870588e-05;
0.021256961325831054;6.342870281755635e-05;
0.009988210743462785;2.980384831186383e-05;
0.005449408425564454;1.6260504135959897e-05;
0.0008892637770176982;2.65347652349215e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0013587950512830426;4.0545121278960045e-06;
0.005812228046587674;1.734312255754469e-05;
0.013595064623046568;4.056634909114798e-05;
0.017763933209705537;5.300584703327919e-05;
0.020275214116003516;6.049926473562101e-05;
0.023213341635269988;6.926635116923908e-05;
0.0221035404415519;6.595481246792086e-05;
0.019065815379259447;5.689053666367169e-05;
0.011531972660365509;3.44102835566462e-05;
0.006395585084311283;1.908380315695554e-05;
0.0011169153039342287;3.33276651350614e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.001735842892738547;5.1795861738566765e-06;
0.007626326151703778;2.2756214665468676e-05;
0.01926501046531141;5.748491540493393e-05;
0.02525509126730262;7.535873326717705e-05;
0.028876173367318687;8.616368967083708e-05;
0.03393430573099535;0.00010125666413646043;
0.03241188614474106;9.671391232824188e-05;
0.02810073535375926;8.384985814235194e-05;
0.016170372521289823;4.8250817103181246e-05;
0.009127403407309652;2.7235283037123425e-05;
0.0017216146723062634;5.137130549480801e-06;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0;0.0;
0.0024614821347849884;7.34482301702627e-06;
0.010756534646806076;3.209645202816104e-05;
0.022750924471220783;6.788654337702315e-05;
0.029552013837852137;8.818033182869112e-05;
0.03358571433040442;0.00010021650133925152;
